date,home,away,over,under,player_name,batterid,team,pitcher,hr,pa,stand,p_throws
2024-08-10,Giants,Tigers,0.074,0.968,Bligh Madris,676632,Tigers,657277,0,4,L,R
2024-08-10,Giants,Tigers,0.138,0.909,Heliot Ramos,671218,Giants,656412,0,4,R,R
2024-08-10,Giants,Tigers,0.111,0.933,Mike Yastrzemski,573262,Giants,676428,0,4,L,L
2024-08-10,Giants,Tigers,0.19,0.857,Matt Chapman,656305,Giants,656412,0,4,R,R
2024-08-10,Giants,Tigers,0.074,0.968,Brett Wisely,689172,Giants,676428,0,4,L,L
2024-08-10,Giants,Tigers,0.108,0.941,Michael Conforto,624424,Giants,656412,0,4,L,R
2024-08-10,Giants,Tigers,0.077,0.968,Justyn-Henry Malloy,669234,Tigers,657277,0,4,R,R
2024-08-10,Blue Jays,Athletics,0.1,0.941,Darell Hernaiz,687231,Athletics,684320,0,3,R,R
2024-08-10,Blue Jays,Athletics,0.108,0.941,Tyler Nevin,663527,Athletics,684320,0,3,R,R
2024-08-10,Blue Jays,Athletics,0.19,0.846,Daulton Varsho,662139,Blue Jays,674370,0,4,L,R
2024-08-10,Blue Jays,Athletics,0.1,0.941,Ernie Clement,676391,Blue Jays,674370,0,3,R,R
2024-08-10,Blue Jays,Athletics,0.091,0.952,Brian Serven,661531,Blue Jays,674370,0,2,R,R
2024-08-10,Blue Jays,Athletics,0.143,0.909,JJ Bleday,668709,Athletics,684320,0,4,L,R
2024-08-10,Blue Jays,Athletics,0.111,0.933,Miguel Andujar,609280,Athletics,684320,0,4,R,R
2024-08-10,Blue Jays,Athletics,0.143,0.9,Lawrence Butler,671732,Athletics,684320,0,4,L,R
2024-08-10,Blue Jays,Athletics,0.16,0.882,Zack Gelof,680869,Athletics,684320,0,4,R,R
2024-08-10,Blue Jays,Athletics,0.231,0.818,Shea Langeliers,669127,Athletics,684320,0,4,R,R
2024-08-10,Blue Jays,Athletics,0.083,0.962,Max Schuemann,680474,Athletics,684320,0,3,R,R
2024-08-10,Blue Jays,Athletics,0.244,0.8,Brent Rooker,667670,Athletics,684320,1,4,R,R
2024-08-10,Blue Jays,Athletics,0.143,0.909,Addison Barger,680718,Blue Jays,674370,0,3,L,R
2024-08-10,Blue Jays,Athletics,0.182,0.867,Vladimir Guerrero,665489,Blue Jays,674370,0,4,R,R
2024-08-10,Blue Jays,Athletics,0.138,0.909,Spencer Horwitz,687462,Blue Jays,674370,0,4,L,R
2024-08-10,Blue Jays,Athletics,0.091,0.952,Leo Jimenez,677870,Blue Jays,674370,0,3,R,R
2024-08-10,Blue Jays,Athletics,0.19,0.857,George Springer,543807,Blue Jays,674370,0,4,R,R
2024-08-10,Mariners,Mets,0.083,0.962,Leo Rivas,660844,Mariners,640455,0,4,L,L
2024-08-10,Mariners,Mets,0.182,0.867,Pete Alonso,624413,Mets,669302,0,4,R,R
2024-08-10,Mariners,Mets,0.129,0.917,Francisco Alvarez,682626,Mets,669302,0,3,R,R
2024-08-10,Mariners,Mets,0.182,0.867,Francisco Lindor,596019,Mets,669302,0,4,L,R
2024-08-10,Mariners,Mets,0.111,0.933,Jeff McNeil,643446,Mets,669302,0,3,L,R
2024-08-10,Mariners,Mets,0.138,0.909,Jorge Polanco,593871,Mariners,640455,0,4,L,L
2024-08-10,Mariners,Mets,0.16,0.882,Brandon Nimmo,607043,Mets,669302,0,4,L,R
2024-08-10,Mariners,Mets,0.133,0.909,Tyrone Taylor,621438,Mets,669302,0,3,R,R
2024-08-10,Mariners,Mets,0.167,0.875,Mark Vientos,668901,Mets,669302,0,3,R,R
2024-08-10,Mariners,Mets,0.095,0.952,Harrison Bader,664056,Mets,669302,0,3,R,R
2024-08-10,Mariners,Mets,0.167,0.875,Mitch Haniger,571745,Mariners,640455,0,4,R,L
2024-08-10,Mariners,Mets,0.167,0.875,Dylan Moore,664238,Mariners,640455,0,4,R,L
2024-08-10,Mariners,Mets,0.235,0.818,Cal Raleigh,663728,Mariners,640455,0,4,L,L
2024-08-10,Mariners,Mets,0.167,0.882,Mitch Garver,641598,Mariners,640455,0,4,R,L
2024-08-10,Mariners,Mets,0.108,0.933,Victor Robles,645302,Mariners,640455,0,5,R,L
2024-08-10,Dodgers,Pirates,0.108,0.933,Yasmani Grandal,518735,Pirates,689981,0,4,R,R
2024-08-10,Dodgers,Pirates,0.1,0.941,Enrique Hernandez,571771,Dodgers,694973,0,4,R,R
2024-08-10,Dodgers,Pirates,0.118,0.923,Jason Heyward,518792,Dodgers,694973,0,4,L,R
2024-08-10,Dodgers,Pirates,0.067,0.98,Austin Barnes,605131,Dodgers,694973,0,4,R,R
2024-08-10,Dodgers,Pirates,0.148,0.9,Freddie Freeman,518692,Dodgers,694973,0,4,L,R
2024-08-10,Dodgers,Pirates,0.286,0.778,Shohei Ohtani,660271,Dodgers,694973,0,4,L,R
2024-08-10,Dodgers,Pirates,0.087,0.962,Gavin Lux,666158,Dodgers,694973,0,4,L,R
2024-08-10,Dodgers,Pirates,0.143,0.9,Rowdy Tellez,642133,Pirates,689981,0,4,L,R
2024-08-10,Dodgers,Pirates,0.217,0.833,Oneil Cruz,665833,Pirates,689981,0,4,L,R
2024-08-10,Dodgers,Pirates,0.154,0.889,Joey Bart,663698,Pirates,689981,0,4,R,R
2024-08-10,Dodgers,Pirates,0.091,0.952,Ke'Bryan Hayes,663647,Pirates,689981,1,4,R,R
2024-08-10,Dodgers,Pirates,0.182,0.867,Bryan Reynolds,668804,Pirates,689981,0,4,R,R
2024-08-10,Dodgers,Pirates,0.143,0.9,Teoscar Hernandez,606192,Dodgers,694973,1,4,R,R
2024-08-10,Royals,Cardinals,0.182,0.867,Willson Contreras,575929,Cardinals,608379,0,4,R,R
2024-08-10,Royals,Cardinals,0.059,0.99,Garrett Hampson,641658,Royals,669467,0,2,R,R
2024-08-10,Royals,Cardinals,0.105,0.941,Freddy Fermin,666023,Royals,669467,0,5,R,R
2024-08-10,Royals,Cardinals,0.08,0.962,Maikel Garcia,672580,Royals,669467,0,5,R,R
2024-08-10,Royals,Cardinals,0.069,0.98,Kyle Isbel,664728,Royals,669467,0,4,L,R
2024-08-10,Royals,Cardinals,0.16,0.882,MJ Melendez,669004,Royals,669467,0,4,L,R
2024-08-10,Royals,Cardinals,0.121,0.923,Vinnie Pasquantino,686469,Royals,669467,0,6,L,R
2024-08-10,Royals,Cardinals,0.182,0.867,Salvador Perez,521692,Royals,669467,1,4,R,R
2024-08-10,Royals,Cardinals,0.16,0.882,Bobby Witt,677951,Royals,669467,0,5,R,R
2024-08-10,Royals,Cardinals,0.108,0.933,Brandon Crawford,543063,Cardinals,608379,0,4,L,R
2024-08-10,Royals,Cardinals,0.118,0.923,Nolan Arenado,571448,Cardinals,608379,0,4,R,R
2024-08-10,Royals,Cardinals,0.148,0.9,Alec Burleson,676475,Cardinals,608379,0,5,L,R
2024-08-10,Royals,Cardinals,0.105,0.941,Brendan Donovan,680977,Cardinals,608379,0,5,L,R
2024-08-10,Royals,Cardinals,0.16,0.882,Paul Goldschmidt,502671,Cardinals,608379,1,4,R,R
2024-08-10,Royals,Cardinals,0.174,0.867,Nolan Gorman,669357,Cardinals,608379,0,4,L,R
2024-08-10,Royals,Cardinals,0.114,0.933,Lars Nootbaar,663457,Cardinals,608379,0,4,L,R
2024-08-11,Rays,Orioles,0.125,0.917,Colton Cowser,681297,Orioles,605488,0,5,L,L
2024-08-11,Rays,Orioles,0.154,0.889,Gunnar Henderson,683002,Orioles,605488,0,4,L,L
2024-08-11,Rays,Orioles,0.125,0.917,Coby Mayo,691723,Orioles,605488,0,2,R,L
2024-08-11,Rays,Orioles,0.133,0.917,Ryan Mountcastle,663624,Orioles,605488,0,4,R,L
2024-08-11,Rays,Orioles,0.211,0.846,Anthony Santander,623993,Orioles,605488,1,4,L,L
2024-08-11,Rays,Orioles,0.148,0.9,Jose Siri,642350,Rays,544150,0,4,R,R
2024-08-11,Rays,Orioles,0.129,0.917,Jonny DeLuca,676356,Rays,544150,0,4,R,R
2024-08-11,Rays,Orioles,0.105,0.941,James McCann,543510,Orioles,605488,0,3,R,L
2024-08-11,Rays,Orioles,0.08,0.968,Ben Rortvedt,666163,Rays,544150,0,2,L,R
2024-08-11,Rays,Orioles,0.125,0.923,Yandy Diaz,650490,Rays,544150,0,4,R,R
2024-08-11,Rays,Orioles,0.182,0.867,Brandon Lowe,664040,Rays,544150,0,4,L,R
2024-08-11,Rays,Orioles,0.133,0.917,Josh Lowe,666139,Rays,544150,0,4,L,R
2024-08-11,Rays,Orioles,0.105,0.941,Curtis Mead,678554,Rays,544150,0,4,R,R
2024-08-11,Rays,Orioles,0.087,0.962,Taylor Walls,670764,Rays,544150,0,2,R,R
2024-08-11,Rays,Orioles,0.138,0.909,Jackson Holliday,702616,Orioles,605488,0,4,L,L
2024-08-11,Red Sox,Astros,0.154,0.889,Jarren Duran,680776,Red Sox,686613,0,4,L,R
2024-08-11,Red Sox,Astros,0.1,0.941,David Hamilton,666152,Red Sox,686613,0,3,L,R
2024-08-11,Red Sox,Astros,0.114,0.933,Ceddanne Rafaela,678882,Red Sox,686613,0,3,R,R
2024-08-11,Red Sox,Astros,0.095,0.952,Nick Sogard,686765,Red Sox,686613,0,4,L,R
2024-08-11,Red Sox,Astros,0.103,0.941,Connor Wong,657136,Red Sox,686613,0,4,R,R
2024-08-11,Red Sox,Astros,0.19,0.857,Wilyer Abreu,677800,Red Sox,686613,0,4,L,R
2024-08-11,Red Sox,Astros,0.211,0.846,Jose Altuve,514888,Astros,572020,0,4,R,L
2024-08-11,Red Sox,Astros,0.217,0.833,Yordan Alvarez,670541,Astros,572020,1,4,L,L
2024-08-11,Red Sox,Astros,0.167,0.875,Alex Bregman,608324,Astros,572020,1,5,R,L
2024-08-11,Red Sox,Astros,0.174,0.867,Yainer Diaz,673237,Astros,608371,0,5,R,R
2024-08-11,Red Sox,Astros,0.111,0.933,Mauricio Dubon,643289,Astros,608371,0,5,R,R
2024-08-11,Red Sox,Astros,0.167,0.875,Jake Meyers,676694,Astros,608371,0,5,R,R
2024-08-11,Red Sox,Astros,0.103,0.941,Jeremy Pena,665161,Astros,608371,1,5,R,R
2024-08-11,Red Sox,Astros,0.16,0.882,Enmanuel Valdez,665839,Red Sox,686613,0,4,L,R
2024-08-11,Red Sox,Astros,0.129,0.917,Dominic Smith,642086,Red Sox,686613,0,3,L,R
2024-08-11,Red Sox,Astros,0.125,0.923,Masataka Yoshida,807799,Red Sox,686613,0,3,L,R
2024-08-11,Red Sox,Astros,0.182,0.867,Zach Dezenzo,701305,Astros,608371,0,5,R,R
2024-08-11,Rockies,Braves,0.148,0.889,Orlando Arcia,606115,Braves,607536,0,4,R,L
2024-08-11,Rockies,Braves,0.2,0.846,Travis d'Arnaud,518595,Braves,607536,1,5,R,L
2024-08-11,Rockies,Braves,0.308,0.733,Adam Duvall,594807,Braves,607536,0,2,R,L
2024-08-11,Rockies,Braves,0.278,0.778,Matt Olson,621566,Braves,607536,0,5,L,L
2024-08-11,Rockies,Braves,0.286,0.75,Marcell Ozuna,542303,Braves,607536,0,5,R,L
2024-08-11,Rockies,Braves,0.278,0.778,Austin Riley,663586,Braves,607536,1,5,R,L
2024-08-11,Rockies,Braves,0.154,0.889,Charlie Blackmon,453568,Rockies,680885,0,5,L,R
2024-08-11,Rockies,Braves,0.174,0.875,Sam Hilliard,656541,Rockies,680885,0,4,L,R
2024-08-11,Rockies,Braves,0.16,0.882,Ryan McMahon,641857,Rockies,680885,0,5,L,R
2024-08-11,Rockies,Braves,0.148,0.9,Brendan Rodgers,663898,Rockies,680885,0,5,R,R
2024-08-11,Rockies,Braves,0.111,0.933,Aaron Schunk,668845,Rockies,680885,0,4,R,R
2024-08-11,Rockies,Braves,0.182,0.867,Michael Toglia,669911,Rockies,680885,0,5,L,R
2024-08-11,Rockies,Braves,0.16,0.882,Ezequiel Tovar,678662,Rockies,680885,0,5,R,R
2024-08-11,Rockies,Braves,0.111,0.933,Jacob Stallings,607732,Rockies,680885,0,4,R,R
2024-08-11,Rockies,Braves,0.125,0.923,Jake Cave,595909,Rockies,680885,1,4,L,R
2024-08-11,Rockies,Braves,0.133,0.917,Eli White,642201,Braves,607536,0,4,R,L
2024-08-11,Diamondbacks,Phillies,0.083,0.962,Adrian Del Castillo,680728,Diamondbacks,650911,0,5,L,L
2024-08-11,Diamondbacks,Phillies,0.057,0.99,Jake McCarthy,664983,Diamondbacks,650911,0,5,L,L
2024-08-11,Diamondbacks,Phillies,0.057,0.99,Alek Thomas,677950,Diamondbacks,650911,0,5,L,L
2024-08-11,Diamondbacks,Phillies,0.133,0.917,Randal Grichuk,545341,Diamondbacks,650911,0,5,R,L
2024-08-11,Diamondbacks,Phillies,0.105,0.941,Brandon Marsh,669016,Phillies,518876,0,4,L,R
2024-08-11,Diamondbacks,Phillies,0.148,0.9,Trea Turner,607208,Phillies,518876,0,4,R,R
2024-08-11,Diamondbacks,Phillies,0.108,0.933,Alec Bohm,664761,Phillies,518876,0,4,R,R
2024-08-11,Diamondbacks,Phillies,0.125,0.923,Nick Castellanos,592206,Phillies,518876,0,4,R,R
2024-08-11,Diamondbacks,Phillies,0.167,0.875,Bryce Harper,547180,Phillies,518876,0,4,L,R
2024-08-11,Diamondbacks,Phillies,0.125,0.917,J.T. Realmuto,592663,Phillies,518876,0,4,R,R
2024-08-11,Diamondbacks,Phillies,0.231,0.818,Kyle Schwarber,656941,Phillies,518876,0,5,L,R
2024-08-11,Diamondbacks,Phillies,0.083,0.962,Bryson Stott,681082,Phillies,518876,0,4,L,R
2024-08-11,Diamondbacks,Phillies,0.057,0.99,Kevin Newman,621028,Diamondbacks,650911,0,5,R,L
2024-08-11,Diamondbacks,Phillies,0.114,0.933,Eugenio Suarez,553993,Diamondbacks,650911,0,5,R,L
2024-08-11,Diamondbacks,Phillies,0.114,0.933,Lourdes Gurriel,666971,Diamondbacks,650911,0,2,R,L
2024-08-11,Diamondbacks,Phillies,0.061,0.98,Cal Stevenson,670276,Phillies,518876,0,4,L,R
2024-08-11,Twins,Guardians,0.074,0.968,Christian Vazquez,543877,Twins,676440,0,4,R,R
2024-08-11,Twins,Guardians,0.105,0.941,Will Brennan,686823,Guardians,701581,0,5,L,R
2024-08-11,Twins,Guardians,0.095,0.952,Kyle Farmer,571657,Twins,676440,0,4,R,R
2024-08-11,Twins,Guardians,0.138,0.909,David Fry,681807,Guardians,701581,1,5,R,R
2024-08-11,Twins,Guardians,0.087,0.962,Andres Gimenez,665926,Guardians,701581,0,5,L,R
2024-08-11,Twins,Guardians,0.077,0.968,Steven Kwan,680757,Guardians,701581,0,5,L,R
2024-08-11,Twins,Guardians,0.133,0.909,Bo Naylor,666310,Guardians,701581,0,4,L,R
2024-08-11,Twins,Guardians,0.174,0.875,Josh Naylor,647304,Guardians,701581,0,5,L,R
2024-08-11,Twins,Guardians,0.167,0.875,Jose Ramirez,608070,Guardians,701581,1,5,L,R
2024-08-11,Twins,Guardians,0.067,0.98,Brayan Rocchio,677587,Guardians,701581,0,4,L,R
2024-08-11,Twins,Guardians,0.108,0.933,Daniel Schneemann,682177,Guardians,701581,0,4,L,R
2024-08-11,Twins,Guardians,0.121,0.923,Willi Castro,650489,Twins,676440,0,5,L,R
2024-08-11,Twins,Guardians,0.2,0.846,Byron Buxton,621439,Twins,676440,1,4,R,R
2024-08-11,Twins,Guardians,0.138,0.909,Max Kepler,596146,Twins,676440,0,4,L,R
2024-08-11,Twins,Guardians,0.143,0.9,Trevor Larnach,663616,Twins,676440,0,5,L,R
2024-08-11,Twins,Guardians,0.231,0.818,Royce Lewis,668904,Twins,676440,0,4,R,R
2024-08-11,Twins,Guardians,0.143,0.9,Jose Miranda,669304,Twins,676440,0,4,R,R
2024-08-11,Twins,Guardians,0.2,0.846,Matt Wallner,670242,Twins,676440,0,4,L,R
2024-08-11,Nationals,Angels,0.148,0.9,Alex Call,669743,Nationals,686799,0,5,R,R
2024-08-11,Nationals,Angels,0.16,0.882,Brandon Drury,592273,Angels,669022,0,5,R,L
2024-08-11,Nationals,Angels,0.167,0.875,Jo Adell,666176,Angels,669022,0,5,R,L
2024-08-11,Nationals,Angels,0.167,0.882,Zach Neto,687263,Angels,669022,0,6,R,L
2024-08-11,Nationals,Angels,0.061,0.99,Nasim Nunez,683083,Nationals,686799,0,4,R,R
2024-08-11,Nationals,Angels,0.067,0.98,Michael Stefanic,683021,Angels,669022,0,5,R,L
2024-08-11,Nationals,Angels,0.174,0.867,Kevin Pillar,607680,Angels,669022,0,5,R,L
2024-08-11,Nationals,Angels,0.103,0.941,Matt Thaiss,642136,Angels,669022,0,5,L,L
2024-08-11,Nationals,Angels,0.148,0.9,Taylor Ward,621493,Angels,669022,0,5,R,L
2024-08-11,Nationals,Angels,0.167,0.875,Travis Blankenhorn,663905,Nationals,686799,0,4,L,R
2024-08-11,Nationals,Angels,0.1,0.941,Mickey Moniak,666160,Angels,669022,0,5,L,L
2024-08-11,Nationals,Angels,0.111,0.933,Luis Garcia,671277,Nationals,686799,0,5,L,R
2024-08-11,Nationals,Angels,0.154,0.889,James Wood,695578,Nationals,686799,0,4,L,R
2024-08-11,Nationals,Angels,0.138,0.909,Juan Yepez,660766,Nationals,686799,0,5,R,R
2024-08-11,Nationals,Angels,0.129,0.917,Riley Adams,656180,Nationals,686799,0,4,R,R
2024-08-11,Nationals,Angels,0.059,0.99,Jacob Young,696285,Nationals,686799,1,4,R,R
2024-08-11,Nationals,Angels,0.077,0.968,Nolan Schanuel,694384,Angels,669022,0,6,L,L
2024-08-11,Marlins,Padres,0.095,0.952,Xander Bogaerts,593428,Padres,676974,0,4,R,R
2024-08-11,Marlins,Padres,0.148,0.889,Jake Burger,669394,Marlins,656302,1,4,R,R
2024-08-11,Marlins,Padres,0.067,0.98,Ali Sanchez,645305,Marlins,656302,0,4,R,R
2024-08-11,Marlins,Padres,0.138,0.909,Jesus Sanchez,660821,Marlins,656302,1,4,L,R
2024-08-11,Marlins,Padres,0.069,0.98,Luis Arraez,650333,Padres,676974,0,4,L,R
2024-08-11,Marlins,Padres,0.077,0.968,Jonah Bride,681146,Marlins,656302,0,4,R,R
2024-08-11,Marlins,Padres,0.095,0.952,Luis Campusano,669134,Padres,676974,0,4,R,R
2024-08-11,Marlins,Padres,0.121,0.923,Jake Cronenworth,630105,Padres,676974,0,3,L,R
2024-08-11,Marlins,Padres,0.095,0.952,Ha-Seong Kim,673490,Padres,676974,0,4,R,R
2024-08-11,Marlins,Padres,0.182,0.867,Manny Machado,592518,Padres,676974,0,4,R,R
2024-08-11,Marlins,Padres,0.125,0.923,Jackson Merrill,701538,Padres,676974,0,4,L,R
2024-08-11,Marlins,Padres,0.111,0.933,Jurickson Profar,595777,Padres,676974,0,4,L,R
2024-08-11,Marlins,Padres,0.061,0.98,Vidal Brujan,660644,Marlins,656302,0,3,R,R
2024-08-11,Marlins,Padres,0.057,0.99,Xavier Edwards,669364,Marlins,656302,0,5,R,R
2024-08-11,Marlins,Padres,0.083,0.962,Otto Lopez,672640,Marlins,656302,0,4,R,R
2024-08-11,Marlins,Padres,0.087,0.962,David Peralta,444482,Padres,676974,0,4,L,R
2024-08-11,Brewers,Reds,0.167,0.882,William Contreras,661388,Brewers,666157,0,4,R,L
2024-08-11,Brewers,Reds,0.143,0.9,Elly De La Cruz,682829,Reds,669084,0,5,R,L
2024-08-11,Brewers,Reds,0.121,0.923,Stuart Fairchild,656413,Reds,669084,0,4,R,L
2024-08-11,Brewers,Reds,0.091,0.952,TJ Friedl,670770,Reds,669084,0,4,L,L
2024-08-11,Brewers,Reds,0.118,0.923,Jonathan India,663697,Reds,669084,0,5,R,L
2024-08-11,Brewers,Reds,0.167,0.882,Tyler Stephenson,663886,Reds,669084,1,4,R,L
2024-08-11,Brewers,Reds,0.19,0.867,Willy Adames,642715,Brewers,666157,0,4,R,L
2024-08-11,Brewers,Reds,0.138,0.909,Jackson Chourio,694192,Brewers,666157,0,4,R,L
2024-08-11,Brewers,Reds,0.054,0.99,Sal Frelick,686217,Brewers,666157,0,3,L,L
2024-08-11,Brewers,Reds,0.087,0.962,Andruw Monasterio,655316,Brewers,666157,0,3,R,L
2024-08-11,Brewers,Reds,0.211,0.833,Gary Sanchez,596142,Brewers,666157,0,4,R,L
2024-08-11,Brewers,Reds,0.154,0.889,Spencer Steer,668715,Reds,669084,0,4,R,L
2024-08-11,Brewers,Reds,0.217,0.833,Rhys Hoskins,656555,Brewers,666157,0,4,R,L
2024-08-11,Brewers,Reds,0.087,0.962,Blake Perkins,663368,Brewers,666157,0,3,L,L
2024-08-11,Brewers,Reds,0.133,0.917,Noelvi Marte,682622,Reds,669084,0,4,R,L
2024-08-11,Brewers,Reds,0.074,0.968,Santiago Espinal,669289,Reds,669084,0,4,R,L
2024-08-11,Brewers,Reds,0.103,0.941,Joey Ortiz,687401,Brewers,666157,1,4,R,L
2024-08-11,Yankees,Rangers,0.105,0.941,Alex Verdugo,657077,Yankees,571760,0,5,L,L
2024-08-11,Yankees,Rangers,0.333,0.714,Aaron Judge,592450,Yankees,571760,1,4,R,L
2024-08-11,Yankees,Rangers,0.091,0.952,DJ LeMahieu,518934,Yankees,571760,0,4,R,L
2024-08-11,Yankees,Rangers,0.263,0.778,Giancarlo Stanton,519317,Yankees,571760,1,4,R,L
2024-08-11,Yankees,Rangers,0.174,0.875,Gleyber Torres,650402,Yankees,571760,0,4,R,L
2024-08-11,Yankees,Rangers,0.1,0.941,Anthony Volpe,683011,Yankees,571760,0,4,R,L
2024-08-11,Yankees,Rangers,0.129,0.917,Austin Wells,669224,Yankees,571760,0,4,L,L
2024-08-11,Yankees,Rangers,0.174,0.867,Adolis Garcia,666969,Rangers,573186,0,5,R,R
2024-08-11,Yankees,Rangers,0.167,0.875,Josh Jung,673962,Rangers,573186,0,5,R,R
2024-08-11,Yankees,Rangers,0.278,0.778,Corey Seager,608369,Rangers,573186,0,5,L,R
2024-08-11,Yankees,Rangers,0.138,0.909,Marcus Semien,543760,Rangers,573186,0,5,R,R
2024-08-11,Yankees,Rangers,0.138,0.909,Leody Taveras,665750,Rangers,573186,0,5,L,R
2024-08-11,Yankees,Rangers,0.2,0.846,Juan Soto,665742,Yankees,571760,1,5,L,L
2024-08-11,Yankees,Rangers,0.148,0.9,Josh Smith,669701,Rangers,573186,0,5,L,R
2024-08-11,Yankees,Rangers,0.125,0.923,Wyatt Langford,694671,Rangers,573186,0,5,R,R
2024-08-11,Giants,Tigers,0.071,0.968,Akil Baddoo,668731,Tigers,806185,0,4,L,R
2024-08-11,Giants,Tigers,0.1,0.952,Dillon Dingler,693307,Tigers,806185,1,4,R,R
2024-08-11,Giants,Tigers,0.074,0.968,Colt Keith,690993,Tigers,806185,0,5,L,R
2024-08-11,Giants,Tigers,0.083,0.962,Parker Meadows,678009,Tigers,806185,0,4,L,R
2024-08-11,Giants,Tigers,0.069,0.98,Zach McKinstry,656716,Tigers,806185,0,4,L,R
2024-08-11,Giants,Tigers,0.065,0.98,Gio Urshela,570482,Tigers,806185,0,4,R,R
2024-08-11,Giants,Tigers,0.105,0.941,Matt Vierling,663837,Tigers,806185,1,5,R,R
2024-08-11,Giants,Tigers,0.077,0.968,Patrick Bailey,672275,Giants,672456,0,4,R,R
2024-08-11,Giants,Tigers,0.143,0.909,Tyler Fitzgerald,666149,Giants,672456,0,5,R,R
2024-08-11,Giants,Tigers,0.091,0.952,Bligh Madris,676632,Tigers,806185,0,2,L,R
2024-08-11,Giants,Tigers,0.125,0.917,Heliot Ramos,671218,Giants,672456,0,5,R,R
2024-08-11,Giants,Tigers,0.143,0.9,Mike Yastrzemski,573262,Giants,672456,0,2,L,R
2024-08-11,Giants,Tigers,0.19,0.857,Matt Chapman,656305,Giants,672456,0,4,R,R
2024-08-11,Giants,Tigers,0.069,0.98,Brett Wisely,689172,Giants,672456,0,2,L,R
2024-08-11,Giants,Tigers,0.103,0.941,Michael Conforto,624424,Giants,672456,0,4,L,R
2024-08-11,Giants,Tigers,0.095,0.952,Justyn-Henry Malloy,669234,Tigers,806185,0,4,R,R
2024-08-11,Blue Jays,Athletics,0.105,0.941,Daulton Varsho,662139,Blue Jays,676664,1,4,L,L
2024-08-11,Blue Jays,Athletics,0.087,0.962,Ernie Clement,676391,Blue Jays,676664,0,4,R,L
2024-08-11,Blue Jays,Athletics,0.077,0.968,Daz Cameron,663662,Athletics,605135,0,4,R,R
2024-08-11,Blue Jays,Athletics,0.154,0.889,JJ Bleday,668709,Athletics,605135,1,5,L,R
2024-08-11,Blue Jays,Athletics,0.148,0.889,Seth Brown,664913,Athletics,605135,0,5,L,R
2024-08-11,Blue Jays,Athletics,0.16,0.889,Lawrence Butler,671732,Athletics,605135,0,5,L,R
2024-08-11,Blue Jays,Athletics,0.114,0.933,Zack Gelof,680869,Athletics,605135,1,5,R,R
2024-08-11,Blue Jays,Athletics,0.067,0.98,Max Schuemann,680474,Athletics,605135,0,4,R,R
2024-08-11,Blue Jays,Athletics,0.182,0.867,Brent Rooker,667670,Athletics,605135,0,5,R,R
2024-08-11,Blue Jays,Athletics,0.105,0.941,Abraham Toro,647351,Athletics,605135,0,5,L,R
2024-08-11,Blue Jays,Athletics,0.19,0.857,Vladimir Guerrero,665489,Blue Jays,676664,0,4,R,L
2024-08-11,Blue Jays,Athletics,0.091,0.952,Spencer Horwitz,687462,Blue Jays,676664,0,4,L,L
2024-08-11,Blue Jays,Athletics,0.095,0.952,Leo Jimenez,677870,Blue Jays,676664,0,3,R,L
2024-08-11,Blue Jays,Athletics,0.118,0.923,Alejandro Kirk,672386,Blue Jays,676664,0,4,R,L
2024-08-11,Blue Jays,Athletics,0.174,0.875,Davis Schneider,676914,Blue Jays,676664,0,3,R,L
2024-08-11,Blue Jays,Athletics,0.174,0.875,George Springer,543807,Blue Jays,676664,0,4,R,L
2024-08-11,Mariners,Mets,0.167,0.875,Dominic Canzone,686527,Mariners,622663,0,4,L,R
2024-08-11,Mariners,Mets,0.083,0.962,Josh Rojas,668942,Mariners,622663,0,5,L,R
2024-08-11,Mariners,Mets,0.08,0.968,Jose Iglesias,578428,Mets,622491,0,4,R,R
2024-08-11,Mariners,Mets,0.077,0.968,Leo Rivas,660844,Mariners,622663,0,4,L,R
2024-08-11,Mariners,Mets,0.174,0.867,Pete Alonso,624413,Mets,622491,0,4,R,R
2024-08-11,Mariners,Mets,0.19,0.857,Francisco Lindor,596019,Mets,622491,0,4,L,R
2024-08-11,Mariners,Mets,0.118,0.952,Jeff McNeil,643446,Mets,622491,1,4,L,R
2024-08-11,Mariners,Mets,0.16,0.882,Jorge Polanco,593871,Mariners,622663,1,5,L,R
2024-08-11,Mariners,Mets,0.154,0.889,Brandon Nimmo,607043,Mets,622491,0,4,L,R
2024-08-11,Mariners,Mets,0.1,0.941,Ben Gamel,592325,Mets,622491,0,4,L,R
2024-08-11,Mariners,Mets,0.211,0.846,Cal Raleigh,663728,Mariners,622663,1,6,L,R
2024-08-11,Dodgers,Pirates,0.133,0.909,Enrique Hernandez,571771,Dodgers,663559,0,6,R,L
2024-08-11,Dodgers,Pirates,0.167,0.875,Freddie Freeman,518692,Dodgers,663559,0,5,L,L
2024-08-11,Dodgers,Pirates,0.25,0.789,Shohei Ohtani,660271,Dodgers,663559,0,6,L,L
2024-08-11,Dodgers,Pirates,0.16,0.882,Andy Pages,681624,Dodgers,663559,0,5,R,L
2024-08-11,Dodgers,Pirates,0.095,0.952,Miguel Rojas,500743,Dodgers,663559,0,5,R,L
2024-08-11,Dodgers,Pirates,0.19,0.867,Will Smith,669257,Dodgers,663559,0,5,R,L
2024-08-11,Dodgers,Pirates,0.138,0.909,Andrew McCutchen,457705,Pirates,607192,1,5,R,R
